Name Prefix,First Name,Middle Name,Last Name,Name Suffix,Phonetic First Name,Phonetic Middle Name,Phonetic Last Name,Nickname,File As,E-mail 1 - Label,E-mail 1 - Value,Phone 1 - Label,Phone 1 - Value,Address 1 - Label,Address 1 - Country,Address 1 - Street,Address 1 - Extended Address,Address 1 - City,Address 1 - Region,Address 1 - Postal Code,Address 1 - PO Box,Organization Name,Organization Title,Organization Department,Birthday,Event 1 - Label,Event 1 - Value,Relation 1 - Label,Relation 1 - Value,Website 1 - Label,Website 1 - Value,Custom Field 1 - Label,Custom Field 1 - Value,Notes,Labels
,I - WW 44029090,,FEI YING TRADING CO PTY LTD,,,,,,,,,,+65 9649 5760,,Singapore,,,Singapore,"19 Mandai Estate, #01-01, Singapore 729911",,,FEI YING TRADING CO PTY LTD,,,,,,,,,,,,,
,I - WW 44029090,,UIL SINGAPORE PTE LTD,,,,,,,,,,+65 6922 6422,,Singapore,,,Singapore,"3 Raffles Pl, Singapore 048617",,,UIL SINGAPORE PTE LTD,,,,,,,,,,,,,
,I - WW 44029090,,INNO SYNERGY PTE LTD,,,,,,,,,,+65 6884 4841,,Singapore,,,Singapore,"180B Bencoolen St, Singapore 189648",,,INNO SYNERGY PTE LTD,,,,,,,,,,,,,
,I - WW 44029090,,SIMS GLOBAL COMMODITIES PTE LTD,,,,,,,,,,+65 6735 2800,,Singapore,,,Singapore,"46 Margoliouth Rd, Singapore 258569",,,SIMS GLOBAL COMMODITIES PTE LTD,,,,,,,,,,,,,
,I - WW 44029090,,АО КРП,,,,,,,,,,+7 391 201-21-47,,Russia,,,Krasnoyarsk,"Ulitsa Kommunal'naya, д. 2, Krasnoyarsk, Krasnoyarskiy kray, Russia, 660059",,,АО КРП,,,,,,,,,,,,,
,I - WW 44029090,,АО СУЭК КРАСНОЯРСК,,,,,,,,,,+7 391 228-60-01,,Russia,,,Krasnoyarsk,"Lenina St, 35, строение 2, Krasnoyarsk, Krasnoyarskiy kray, Russia, 660049",,,АО СУЭК КРАСНОЯРСК,,,,,,,,,,,,,
,I - WW 44029090,,ООО БЛТК,,,,,,,,,,+7 391 228-73-47,,Russia,,,Krasnoyarsk,"Tambovskaya St, 5, Krasnoyarsk, Krasnoyarskiy kray, Russia, 660013",,,ООО БЛТК,,,,,,,,,,,,,
,I - WW 44029090,,ФЛ ЕНИСЕЙСКИЙ ПАССАЖИРСКОЕ ВАГОННОЕ ДЕПО КРАСНОЯ,,,,,,,,,,+7 391 259-40-41,,Russia,,,Krasnoyarsk,"Depovskaya St, 7, Krasnoyarsk, Krasnoyarskiy kray, Russia, 660058",,,ФЛ ЕНИСЕЙСКИЙ ПАССАЖИРСКОЕ ВАГОННОЕ ДЕПО КРАСНОЯ,,,,,,,,,,,,,
,I - WW 44029090,,АО ВОСКРЕСЕНСКИЕ МИНЕРАЛЬНЫЕ УДОБРЕНИЯ,,,,,,,,,,+7 496 444-00-70,,Russia,,,Voskresensk,"Ulitsa Zavodskaya, 1, Voskresensk, Moskovskaya oblast', Russia, 140200",,,АО ВОСКРЕСЕНСКИЕ МИНЕРАЛЬНЫЕ УДОБРЕНИЯ,,,,,,,,,,,,,
,I - WW 44029090,,OOO RETTENMAIER RUS,,,,,,,,,,+7 495 913-48-78,,Russia,,,Moskva,"Ulitsa Leninskaya Sloboda, 26 строение 27, 26 строение 27, Moskva, Russia, 115280",,,OOO RETTENMAIER RUS,,,,,,,,,,,,,
,I - WW 44029090,,JSC RUSSKOE MORE,,,,,,,,,,+7 495 668-06-60,,Russia,,,Moskva,"Шарикоподшипниковская ул., 10, Moskva, Russia, 115088",,,JSC RUSSKOE MORE,,,,,,,,,,,,,
,I - WW 44029090,,ОАО VARTECH ENTERPRISE LTD ЧЕРЕЗ,,,,,,,,,,+7 495 640-64-84,,Russia,,,Odintsovo,"Transportnaya Ulitsa, д. 8, Odintsovo, Moskovskaya oblast', Russia, 143006",,,ОАО VARTECH ENTERPRISE LTD ЧЕРЕЗ,,,,,,,,,,,,,
,I - WW 44029090,,OOO COSMO STAR,,,,,,,,,,+7 495 518-99-93,,Russia,,,Moskva,"MKAD, 2, Moskva, Russia, 143960",,,OOO COSMO STAR,,,,,,,,,,,,,
,I - WW 44029090,,CJSC PETELINSKAYA,,,,,,,,,,+7 495 514-15-60,,Russia,,,дер. Часцы,"дер. Часцы, Московская обл., Russia, 143060",,,CJSC PETELINSKAYA,,,,,,,,,,,,,
,I - WW 44029090,,OOO MEGA FOOD,,,,,,,,,,+7 495 309-25-80,,Russia,,,Moskva,"Elektrodnaya Ulitsa, 11, Moskva, Russia, 111524",,,OOO MEGA FOOD,,,,,,,,,,,,,
,I - WW 44029090,,ООО ИМПОРТСНАБ,,,,,,,,,,+7 495 259-25-10,,Russia,,,Moskva,"Bol'shaya Ochakovskaya Ulitsa, 47Ас1, Moskva, Russia, 119361",,,ООО ИМПОРТСНАБ,,,,,,,,,,,,,
,I - WW 44029090,,LTD COMPANY OF STS LOGISTICS FOR HAIER INDUSTRY RUS LIMITED LIABILITY COMPANY,,,,,,,,,,+7 495 234-84-61,,Russia,,,Moskva,"Dorozhnaya Ulitsa, 54 корпус 5, Moskva, Russia, 117405",,,LTD COMPANY OF STS LOGISTICS FOR HAIER INDUSTRY RUS LIMITED LIABILITY COMPANY,,,,,,,,,,,,,
,I - WW 44029090,,MIDASKO LTD,,,,,,,,,,+7 495 234-49-10,,Russia,,,Moskva,"Bakhrushin St, 12, Moskva, Russia, 115184",,,MIDASKO LTD,,,,,,,,,,,,,
,I - WW 44029090,,OOO BASF,,,,,,,,,,+7 495 231-71-11,,Russia,,,Moskva,"37А ст4, Leningradský prospekt, Moskva, Russia, 125167",,,OOO BASF,,,,,,,,,,,,,
,I - WW 44029090,,LUSH RUSSIA LTD,,,,,,,,,,+7 495 221-82-29,,Russia,,,Moskva,"Khodynskiy Bul'var, 4, Moskva, Russia, 125252",,,LUSH RUSSIA LTD,,,,,,,,,,,,,
,I - WW 44029090,,ООО AURORA INVEST,,,,,,,,,,+7 495 118-23-76,,Russia,,,Moscow,"БЦ Ефимия, Nikoloyamskaya Ulitsa, 40/22с4, Moscow, Russia, 109004",,,ООО AURORA INVEST,,,,,,,,,,,,,
,I - WW 44029090,,ЯРОСЛАВСКАЯ ДИРЕКЦИЯ МТО РОСЖЕЛДОРСНАБА ОАО РЖД,,,,,,,,,,+7 485 279-35-60,,Russia,,,Yaroslavl',"Bol'shaya Fedorovskaya Ulitsa, 109А, Yaroslavl', Yaroslavskaya oblast', Russia, 150002",,,ЯРОСЛАВСКАЯ ДИРЕКЦИЯ МТО РОСЖЕЛДОРСНАБА ОАО РЖД,,,,,,,,,,,,,
,I - WW 44029090,,СЕВЕРНАЯ ДИРЕКЦИЯ СНАБЖЕНИЯ ЦЕНТРАЛЬНОЙ ДИРЕКЦИИ З,,,,,,,,,,+7 485 249-54-51,,Russia,,,Yaroslavl',"Moskovskaya Liniya, 107, Yaroslavl', Yaroslavskaya oblast', Russia, 150030",,,СЕВЕРНАЯ ДИРЕКЦИЯ СНАБЖЕНИЯ ЦЕНТРАЛЬНОЙ ДИРЕКЦИИ З,,,,,,,,,,,,,
,I - WW 44029090,,LTD CONTINENTAL KALUGA,,,,,,,,,,+7 484 241-16-00,,Russia,,,Kozlovo,"Индустриальный парк «Росва», Kozlovo, Kaluzhskaya oblast', Russia, 249850",,,LTD CONTINENTAL KALUGA,,,,,,,,,,,,,
,I - WW 44029090,,ООО КАЛЬКОН КАЛУГА,,,,,,,,,,+7 484 241-07-70,,Russia,,,Tovarkovo,"Промышленный микрорайон, 90, Tovarkovo, Kaluzhskaya oblast', Russia, 249857",,,ООО КАЛЬКОН КАЛУГА,,,,,,,,,,,,,
,I - WW 44029090,,ООО СЕЛТИНГ,,,,,,,,,,+7 483 241-04-13,,Russia,,,Bryansk,"Ulitsa Tukhachevskogo, 3, Bryansk, Bryanskaya oblast', Russia, 241020",,,ООО СЕЛТИНГ,,,,,,,,,,,,,
,I - WW 44029090,,ПАО НЛМК,,,,,,,,,,+7 474 244-62-72,,Russia,,,Lipeck,"площадь металургов 2 абк эп, Lipeck, Lipetskaya oblast', Russia, 398005",,,ПАО НЛМК,,,,,,,,,,,,,
,I - WW 44029090,,NOVOLIPETSK STEEL,,,,,,,,,,+7 474 223-27-87,,Russia,,,Lipeck,"пл. Петра Великого, 5, Lipeck, Lipetskaya oblast', Russia, 398001",,,NOVOLIPETSK STEEL,,,,,,,,,,,,,
,I - WW 44029090,,ООО ТД СОЛЬ ЧЕРНОЗЕМЬЯ,,,,,,,,,,+7 473 237-85-70,,Russia,,,Воонеж,"ул. Черепанова, 3 А, Воонеж, Voronezhskaya oblast', Russia, 394028",,,ООО ТД СОЛЬ ЧЕРНОЗЕМЬЯ,,,,,,,,,,,,,
,I - WW 44029090,,JSC LEBEDINSKY GOK,,,,,,,,,,+7 472 419-50-09,,Russia,,,г. Губкин-11,"Промзона, г. Губкин-11, Belgorodskaya oblast', Russia, 309191",,,JSC LEBEDINSKY GOK,,,,,,,,,,,,,
,I - WW 44029090,,АО ВОСТОЧНЫЙ ПОРТ,,,,,,,,,,+7 423 666-52-71,,Russia,,,пгт. Врангель,"Vnutriportovaya Ulitsa, 47, пгт. Врангель, Primorskiy kray, Russia, 692943",,,АО ВОСТОЧНЫЙ ПОРТ,,,,,,,,,,,,,
,I - WW 44029090,,ЗАО ПАСИФИК ИНТЕРМОДАЛ КОНТЕЙНЕР,,,,,,,,,,+7 423 249-93-32,,Russia,,,Artyom,"Ulitsa Gagarina, 23-а, Artyom, Primorskiy kray, Russia, 692770",,,ЗАО ПАСИФИК ИНТЕРМОДАЛ КОНТЕЙНЕР,,,,,,,,,,,,,
,I - WW 44029090,,ОАО ВЛАДМОРРЫБПОРТ,,,,,,,,,,+7 423 227-66-33,,Russia,,,Vladivostok,"Berezovaya Ulitsa, 25, Vladivostok, Primorskiy kray, Russia, 690012",,,ОАО ВЛАДМОРРЫБПОРТ,,,,,,,,,,,,,
,I - WW 44029090,,ООО ТОРЭКС,,,,,,,,,,+7 421 277-05-67,,Russia,,,Khabarovsk,"Stroitel'naya Ulitsa, 24Ц, Khabarovsk, Khabarovskiy kray, Russia, 680000",,,ООО ТОРЭКС,,,,,,,,,,,,,
,I - WW 44029090,,OOO ROS,,,,,,,,,,+7 401 291-00-77,,Russia,,,Kaliningrad,"Ulitsa Borzova, 2А, Kaliningrad, Kaliningradskaya oblast', Russia, 236022",,,OOO ROS,,,,,,,,,,,,,
,I - WW 44029090,,OOO STS LOGISTIKA OOO HAYER INDASTRI RUS,,,,,,,,,,+7 395 228-83-06,,Russia,,,Irkutsk,"Irkutsk, Irkutsk Oblast, Russia, 664053",,,OOO STS LOGISTIKA OOO HAYER INDASTRI RUS,,,,,,,,,,,,,
,I - WW 44029090,,ООО КРАСНОЯРСКИЙ ГОРТОП,,,,,,,,,,+7 391 268-31-45,,Russia,,,Krasnoyarsk,"Ulitsa 2-Ya Geologicheskaya, 23 г, Krasnoyarsk, Krasnoyarskiy kray, Russia, 660061",,,ООО КРАСНОЯРСКИЙ ГОРТОП,,,,,,,,,,,,,
,I - WW 44029090,,GREAT WALL ENTERPRISE INVESTMENT PTE LTD,,,,,,,,,,+65 6557 0918,,Singapore,,,Singapore,"1 Park Rd, Singapore 059108",,,GREAT WALL ENTERPRISE INVESTMENT PTE LTD,,,,,,,,,,,,,
,I - WW 44029090,,GAN TECK KAR INVESTMENTS PTE LTD,,,,,,,,,,+65 6556 0711,,Singapore,,,Singapore,"21 Tuas West Dr, #05-01, Singapore 638411",,,GAN TECK KAR INVESTMENTS PTE LTD,,,,,,,,,,,,,
,I - WW 44029090,,NEWWORLD PTE LIMITED,,,,,,,,,,+65 6532 2342,,Singapore,,,Singapore,"531 Upper Cross Street #02-41, Hong Lim Complex, Singapore 050531",,,NEWWORLD PTE LIMITED,,,,,,,,,,,,,
,I - WW 44029090,,PACIFIC CAPITAL ASIA TRADING LTD,,,,,,,,,,+63 2 8634 5622,,Philippines,,,Quezon City,"24th floor Galleria Corporate Center, Ortigas Avenue corner, EDSA - Ortigas Pedestrian Footbridge, Quezon City, Metro Manila, Philippines",,,PACIFIC CAPITAL ASIA TRADING LTD,,,,,,,,,,,,,
,I - WW 44029090,,PT GEBI ANDALAN PERSADA,,,,,,,,,,+62 856-9550-0027,,Indonesia,,,,"Pakuwon Center, Jl. Embong Malang No.1-5 23th Floor, Kedungdoro, Kec. Tegalsari, Surabaya, Jawa Timur 60261, Indonesia",,,PT GEBI ANDALAN PERSADA,,,,,,,,,,,,,
,I - WW 44029090,,PT EMPAT SERANGKAI GLOBALINDO,,,,,,,,,,+62 853-1766-2009,,Indonesia,,,,"C4P3+QX, Mertajaya, Bojongasih, Tasikmalaya Regency, West Java, Indonesia",,,PT EMPAT SERANGKAI GLOBALINDO,,,,,,,,,,,,,
,I - WW 44029090,,CV EAST STAR TRADING,,,,,,,,,,+62 822-5292-9588,,Indonesia,,,,"Torohgusung, Santigi, Kec. Toli-Toli Utara, Kabupaten Toli-Toli, Sulawesi Tengah, Indonesia",,,CV EAST STAR TRADING,,,,,,,,,,,,,
,I - WW 44029090,,PT GOMAS JAYA NUSANTARA,,,,,,,,,,+62 821-9000-3380,,Indonesia,,,,"Jl. Ir. Sutami No.53, Parang Loe, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90245, Indonesia",,,PT GOMAS JAYA NUSANTARA,,,,,,,,,,,,,
,I - WW 44029090,,PT BINTANG BERKAH PERKASA,,,,,,,,,,+62 821-4083-0459,,Indonesia,,,,"Jl. Puncak, Sumbersuko, Asmorobangun, Kec. Puncu, Kabupaten Kediri, Jawa Timur, Indonesia",,,PT BINTANG BERKAH PERKASA,,,,,,,,,,,,,
,I - WW 44029090,,PT LINTAS CAHAYA PERKASA,,,,,,,,,,+62 821-2189-8626,,Indonesia,,,,"Jl. Lengkeng I, Baleendah, Kec. Baleendah, Kabupaten Bandung, Jawa Barat 40375, Indonesia",,,PT LINTAS CAHAYA PERKASA,,,,,,,,,,,,,
,I - WW 44029090,,PT ARKELINDO BARA SEJAHTERA,,,,,,,,,,+62 821-2038-0688,,Indonesia,,,,"Jl. Raya Ciawi No.179, RT.005/RW.002, Tanjungmekar, Kec. Jamanis, Kabupaten Tasikmalaya, Jawa Barat 46175, Indonesia",,,PT ARKELINDO BARA SEJAHTERA,,,,,,,,,,,,,
,I - WW 44029090,,PT MAHA BUANA ARTHA,,,,,,,,,,+62 818-527-452,,Indonesia,,,,"Jl. Jatipelem - Diwek, Area Sawah/Kebun, Balong Besuk, Kec. Diwek, Kabupaten Jombang, Jawa Timur 61471, Indonesia",,,PT MAHA BUANA ARTHA,,,,,,,,,,,,,
,I - WW 44029090,,BAHTERA INDO MAKMUR,,,,,,,,,,+62 812-9072-7235,,Indonesia,,,,"Jalan Boulevard Timur Raya Blok CB No.6 Ruko Auto SV Kelurahan Pegangsaan Dua, Klp. Gading Tim., Permai, Jkt Utara, Daerah Khusus Ibukota Jakarta 14250, Indonesia",,,BAHTERA INDO MAKMUR,,,,,,,,,,,,,
,I - WW 44029090,,PT ARYA GEMILANG ALMUBARAK,,,,,,,,,,+62 812-8981-4486,,Indonesia,,,,"Jl. Kuningan Barat Raya No.26, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, Indonesia",,,PT ARYA GEMILANG ALMUBARAK,,,,,,,,,,,,,
,I - WW 44029090,,PT SGT BERSATU INDONESIAN,,,,,,,,,,+62 812-8405-1321,,Indonesia,,,,"Kw. Industri Agro Terpadu, rw No.006 rt.003, Area Kebun, Purwosari, Kec. Tlogowungu, Kabupaten Pati, Jawa Tengah 59161, Indonesia",,,PT SGT BERSATU INDONESIAN,,,,,,,,,,,,,
,I - WW 44029090,,CV PUTRA BERKAH ABADI,,,,,,,,,,+62 812-2805-712,,Indonesia,,,,"Karangsari, Kec. Brati, Kabupaten Grobogan, Jawa Tengah 58183, Indonesia",,,CV PUTRA BERKAH ABADI,,,,,,,,,,,,,
,I - WW 44029090,,CV MULYA JAYA,,,,,,,,,,+62 812-2220-952,,Indonesia,,,,"Jl. Raya Rajapolah - Tasikmalaya, Mekarwangi, Kec. Cisayong, Kabupaten Tasikmalaya, Jawa Barat, Indonesia",,,CV MULYA JAYA,,,,,,,,,,,,,
,I - WW 44029090,,PT YASPIS KEMILAU INDAH,,,,,,,,,,+62 812-2115-969,,Indonesia,,,,"Jl. Otista, Ciharalang, Kec. Cijeungjing, Kabupaten Ciamis, Jawa Barat 46271, Indonesia",,,PT YASPIS KEMILAU INDAH,,,,,,,,,,,,,
,I - WW 44029090,,PT RISUN WEI SHAN INDONESIA,,,,,,,,,,+62 811-1220-2321,,Indonesia,,,,"45G8+RV, Labota, Bahodopi, Morowali Regency, Central Sulawesi 94974, Indonesia",,,PT RISUN WEI SHAN INDONESIA,,,,,,,,,,,,,
,I - WW 44029090,,PT WHYKA EKSPRES LOGISTIK,,,,,,,,,,+62 811-1199-991,,Indonesia,,,,"Jl. Arcadia Daan Mogot No.15 blok d 6, RT.002/RW.010, Batuceper, Kec. Batuceper, Kota Tangerang, Banten 15122, Indonesia",,,PT WHYKA EKSPRES LOGISTIK,,,,,,,,,,,,,
,I - WW 44029090,,PT KARYA BERSAMA SENTOSA ABADI,,,,,,,,,,+62 721 262628,,Indonesia,,,,"Jl. Raden Intan No.100, Tj. Karang, Engal, Kota Bandar Lampung, Lampung 35213, Indonesia",,,PT KARYA BERSAMA SENTOSA ABADI,,,,,,,,,,,,,
,I - WW 44029090,,PT FORTINDO GLOBAL MANDIRI,,,,,,,,,,+62 61 8446241,,Indonesia,,,,"Jl. Asrama No.179, Dwi Kora, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20123, Indonesia",,,PT FORTINDO GLOBAL MANDIRI,,,,,,,,,,,,,
,I - WW 44029090,,CV PUTRA JAYA ABADI,,,,,,,,,,+62 61 6871710,,Indonesia,,,,"MM8R+P92, Sampali, Percut Sei Tuan, Deli Serdang Regency, North Sumatra 20242, Indonesia",,,CV PUTRA JAYA ABADI,,,,,,,,,,,,,
,I - WW 44029090,,SIDO AGUNG ALUMI,,,,,,,,,,+62 343 6530986,,Indonesia,,,,"Jl. Raya Beji No.18, Kemloko Lor, Beji, Kec. Beji, Pasuruan, Jawa Timur 67154, Indonesia",,,SIDO AGUNG ALUMI,,,,,,,,,,,,,
,I - WW 44029090,,PT MENANG GANDA SENTOSA,,,,,,,,,,+62 343 631624,,Indonesia,,,,"Jl. Randupitu-Gunung Gangsir No.1, Pagar Gn., Randupitu, Kec. Gempol, Pasuruan, Jawa Timur 67155, Indonesia",,,PT MENANG GANDA SENTOSA,,,,,,,,,,,,,
,I - WW 44029090,,CV MESIN JATIM,,,,,,,,,,+62 341 347403,,Indonesia,,,,"Jl.Untung Suropati Utara No.10 & 11, Kesatrian, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",,,CV MESIN JATIM,,,,,,,,,,,,,
,I - WW 44029090,,PT MANUNGGAL SAJATA SENTOSA,,,,,,,,,,+62 336 624035,,Indonesia,,,,"Kebonsari, Balung Lor, Kec. Balung, Kabupaten Jember, Jawa Timur 68161, Indonesia",,,PT MANUNGGAL SAJATA SENTOSA,,,,,,,,,,,,,
,I - WW 44029090,,PT MUSTIKA BAHANA JAYA,,,,,,,,,,+62 334 887888,,Indonesia,,,,"Jl. Raya Lumajang - Jember No.Km 7, Warungkutil, Desa Besuk, Kec. Tempeh, Kabupaten Lumajang, Jawa Timur 67371, Indonesia",,,PT MUSTIKA BAHANA JAYA,,,,,,,,,,,,,
,I - WW 44029090,,PT ANUGERAH DUNIA BAHARI,,,,,,,,,,+62 31 99441320,,Indonesia,,,,"Jl. Residen Sudirman No.29, Pacar Keling, Kec. Tambaksari, Surabaya, Jawa Timur 60131, Indonesia",,,PT ANUGERAH DUNIA BAHARI,,,,,,,,,,,,,
,I - WW 44029090,,PT ASHIMA MITRA JAYA ANUGERAH,,,,,,,,,,+62 31 8482312,,Indonesia,,,,"Ruko Panji Makmur, Jl. Panjang Jiwo No.Blok A31, Panjang Jiwo, Kec. Tenggilis Mejoyo, Surabaya, Jawa Timur 60299, Indonesia",,,PT ASHIMA MITRA JAYA ANUGERAH,,,,,,,,,,,,,
,I - WW 44029090,,PT EMDEKI UTAMA TBK,,,,,,,,,,+62 31 7507001,,Indonesia,,,,"Jl. Raya Krikilan No.294, Dusun Semambung, Krikilan, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177, Indonesia",,,PT EMDEKI UTAMA TBK,,,,,,,,,,,,,
,I - WW 44029090,,OOO MAF GROUP,,,,,,,,,,+62 31 3285244,,Indonesia,,,,"Jl. Teluk Kumai Barat No.87, Perak Utara, Kec. Pabean Cantikan, Surabaya, Jawa Timur 60165, Indonesia",,,OOO MAF GROUP,,,,,,,,,,,,,
,I - WW 44029090,,CV MILI BERKAH ILAHI,,,,,,,,,,+62 298 3437620,,Indonesia,,,,"JGH4+5Q8, Jl. Klampeyan, Noborejo, Kec. Argomulyo, Kota Salatiga, Jawa Tengah 50736, Indonesia",,,CV MILI BERKAH ILAHI,,,,,,,,,,,,,
,I - WW 44029090,,PT MAHKOTA KONAWEEHA,,,,,,,,,,+62 878-7268-8890,,Indonesia,,,,"Jln. Cut Meutya Jl. Poros Kdi.- Moramo No.18, Tondonggeu, Kec. Abeli, Kota Kendari, Sulawesi Tenggara 93238, Indonesia",,,PT MAHKOTA KONAWEEHA,,,,,,,,,,,,,
,I - WW 44029090,,ASIAN COATINGS PHILS INC,,,,,,,,,,+63 2 8645 0656,,Philippines,,,Pasig,"48 Eulogio Amang Rodriguez Ave, Pasig, 1610 Metro Manila, Philippines",,,ASIAN COATINGS PHILS INC,,,,,,,,,,,,,
,I - WW 44029090,,SOJITZ ASIA PTE LTD,,,,,,,,,,+65 6438 2566,,Singapore,,,Singapore,"1 Wallich St, Singapore",,,SOJITZ ASIA PTE LTD,,,,,,,,,,,,,
,I - WW 44029090,,SKAFF EXIMPORT SERVICES INC,,,,,,,,,,+63 2 8805 4385,,Philippines,,,Las Pinas City,"Yakal Street, Admiral Subdivision, FX2R+5PP, Las Pinas City, 1740 Metro Manila, Philippines",,,SKAFF EXIMPORT SERVICES INC,,,,,,,,,,,,,
,I - WW 44029090,,SMT ENTERPRISE PTY LTD,,,,,,,,,,+65 6368 9754,,Singapore,,,Singapore,"10 Kranji Cres, Singapore 728660",,,SMT ENTERPRISE PTY LTD,,,,,,,,,,,,,
,I - WW 44029090,,BANLI TRADING PTE LTD,,,,,,,,,,+65 6288 4598,,Singapore,,,Singapore,"61 Woodlands Industrial Park E9, #06-13, Singapore 757047",,,BANLI TRADING PTE LTD,,,,,,,,,,,,,
,I - WW 44029090,,VAMANCORE PTE LTD,,,,,,,,,,+65 6224 6151,,Singapore,,,Singapore,"101 Cecil St, Singapore 069533",,,VAMANCORE PTE LTD,,,,,,,,,,,,,
,I - WW 44029090,,VISA GLOBAL LOGISTICS LTD AKL,,,,,,,,,,+64 9 377 7995,,New Zealand,,,Auckland,"5/77 Richard Pearse Drive, Māngere, Auckland 2022, New Zealand",,,VISA GLOBAL LOGISTICS LTD AKL,,,,,,,,,,,,,
,I - WW 44029090,,LTD FBG,,,,,,,,,,+64 3 348 3141,,New Zealand,,,Christchurch,"3/301A Blenheim Road, Upper Riccarton, Christchurch 8041, New Zealand",,,LTD FBG,,,,,,,,,,,,,
,I - WW 44029090,,ZENKEM INC,,,,,,,,,,+63 977 196 2155,,Philippines,,,Carmona,"4116, 9424 Governor's Dr, Carmona, 4116 Cavite, Philippines",,,ZENKEM INC,,,,,,,,,,,,,
,I - WW 44029090,,HEDJUNE MPEX CONSUMER GOODS TRADING,,,,,,,,,,+63 976 038 3581,,Philippines,,,Manila,"406, Champ Building, Port Area, Manila, 1002 Metro Manila, Philippines",,,HEDJUNE MPEX CONSUMER GOODS TRADING,,,,,,,,,,,,,
,I - WW 44029090,,ANDREI YAN DRY GOODS TRADING,,,,,,,,,,+63 927 712 7339,,Philippines,,,Davao City,"8000, Religio Bldg, Old Airport Road, Poblacion District, Davao City, 8000 Davao del Sur, Philippines",,,ANDREI YAN DRY GOODS TRADING,,,,,,,,,,,,,
,I - WW 44029090,,GONIX TRADING,,,,,,,,,,+63 926 241 0157,,Philippines,,,Cebu City,"7VM6+FJR, Cebu City, 6000 Cebu, Philippines",,,GONIX TRADING,,,,,,,,,,,,,
,I - WW 44029090,,JDFALLAR CONSUMER GOODS TRADING,,,,,,,,,,+63 919 521 0843,,Philippines,,,Caloocan,"692 Sunflower St, Caloocan, Metro Manila, Philippines",,,JDFALLAR CONSUMER GOODS TRADING,,,,,,,,,,,,,
,I - WW 44029090,,GOBAQ IMPEX CORP,,,,,,,,,,+63 917 163 2459,,Philippines,,,Parañaque,"Dona Eusebia Rodriguez Building, 1709 Quirino Ave, Parañaque, 1709 Metro Manila, Philippines",,,GOBAQ IMPEX CORP,,,,,,,,,,,,,
,I - WW 44029090,,TAGANITO HPAL NICKEL CORP,,,,,,,,,,+63 915 726 4609,,Philippines,,,Claver,"GRQ6+VW3, Claver, Surigao del Norte, Philippines",,,TAGANITO HPAL NICKEL CORP,,,,,,,,,,,,,
,I - WW 44029090,,GONZREY CONSUMER GOODS TRADING,,,,,,,,,,+63 915 242 3459,,Philippines,,,Pasig,"22A Greenland Cir, Pasig, 1609 Metro Manila, Philippines",,,GONZREY CONSUMER GOODS TRADING,,,,,,,,,,,,,
,I - WW 44029090,,RICHMED PHARMA INC,,,,,,,,,,+63 905 123 5245,,Philippines,,,Manila,"3590(6, Sampaloc, Manila, 1108 Metro Manila, Philippines",,,RICHMED PHARMA INC,,,,,,,,,,,,,
,I - WW 44029090,,CAGAYAN CORN PRODUCTS CORPORATION,,,,,,,,,,+63 88 855 2902,,Philippines,,,Cagayan de Oro,"FPJG+RJ4, Cagayan de Oro, Misamis Oriental, Philippines",,,CAGAYAN CORN PRODUCTS CORPORATION,,,,,,,,,,,,,
,I - WW 44029090,,UNITED WOOD INDUSTRIES CORP,,,,,,,,,,+63 85 815 2339,,Philippines,,,Butuan City,"Jose C. Aquino Avenue, United Wood Compound, Baan, XH4F+46Q, Butuan City, 8600 Agusan Del Norte, Philippines",,,UNITED WOOD INDUSTRIES CORP,,,,,,,,,,,,,
,I - WW 44029090,,BG FRUITS MANUFACTURING CORPORATION,,,,,,,,,,+63 63 637 6097,,Philippines,,,Pasig,"503 OMM-CITRA Building, San Miguel Ave, Ortigas Center, Pasig, 1605 Metro Manila, Philippines",,,BG FRUITS MANUFACTURING CORPORATION,,,,,,,,,,,,,
,I - WW 44029090,,EHS LENS PHILIPPINES INC FORMERLY HOYA LENS MFG PHILIPPINES INC,,,,,,,,,,+63 49 543 1260,,Philippines,,,Tanauan,"Lot 1A Phase 1-B, First Philippines Industrial Park, Tanauan, Batangas, Philippines",,,EHS LENS PHILIPPINES INC FORMERLY HOYA LENS MFG PHILIPPINES INC,,,,,,,,,,,,,
,I - WW 44029090,,AUTOMATED TECHNOLOGY PHIL INC,,,,,,,,,,+63 49 543 0333,,Philippines,,,Cabuyao,"Light Industry and Science Park, Hologram St, Cabuyao, 4025 Laguna, Philippines",,,AUTOMATED TECHNOLOGY PHIL INC,,,,,,,,,,,,,
,I - WW 44029090,,JUKEN SANGYO PHILS CORP,,,,,,,,,,+63 47 252 5831,,Philippines,,,Subic Bay Freeport Zone,"Subic Bay Techno Park, Q7WW+R6X, Argonaut Hwy, Subic Bay Freeport Zone, 2222 Bataan, Philippines",,,JUKEN SANGYO PHILS CORP,,,,,,,,,,,,,
