Role,Product,Name,Country,Phone,Website,E-mail 1,E-mail 2,Last Contact,Status,WA Availability,WA Sent
Importer,WW 0304,ТОВ АРОФУД,Ukraine,+380 96 482 4352,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ ЕКСПРЕС БРОКЕР,Ukraine,+380 96 711 7757,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ ПРОМОРЕ,Ukraine,+380 96 770 3650,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ У Т К,Ukraine,+380 96 949 0855,,,,,Lead,Not Available,
Importer,WW 0304,ПП МБФ БРОК СЕРВІС,Ukraine,+380 97 040 0899,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ ВЕСТА ЛІДЕР,Ukraine,+380 97 050 6690,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ КОНСАЛТІНГ ПІВДЕНЬ,Ukraine,+380 97 201 0120,,,,,Lead,Not Available,
Importer,WW 0304,ПП ФІШГУД,Ukraine,+380 97 216 3631,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ БРОК ВІП ІНТЕР,Ukraine,+380 97 463 6464,,,,,Lead,Not Available,
Importer,WW 0304,БЛАГОДІЙНА ОРГАНІЗАЦІЯ БЛАГОДІЙНИЙ ФОНД МБФ ХАВЕРІМ 20300 ЧЕРКАСЬКА ОБЛ М УМАНЬ ВУЛ ПУШКІНА БУД 38 КВ 5,Ukraine,+380 97 509 7379,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ АРКТИК ЛАЙТ 49000 ДНІПРОПЕТРОВСЬКА ОБЛ М ДНІПРО ВУЛ БАТУМСЬКА БУД 34,Ukraine,+380 98 121 2366,,,,,Lead,Not Available,
Importer,WW 0304,ПІДПРИЄМСТВО ОБ ЄДНАННЯ ГРОМАДЯН ТОРГ ЛВ,Ukraine,+380 98 310 8016,,,,,Lead,Not Available,
Importer,WW 0304,ПРИВАТНЕ ПІДПРИЄМСТВО ТОРГОВИЙ ДІМ УКРАЇНСЬКА РИБНА КОМПАНІЯ,Ukraine,+380 98 319 1036,,,,,Lead,Not Available,
Importer,WW 0304,ЄВЧУК РОМАН МИКОЛАЙОВИЧ,Ukraine,+380 98 377 2126,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ СТАНДАРТ ДЕЛІВЕРІ,Ukraine,+380 67 621 0405,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ «ОЛ ІНВЕСТ»,Ukraine,+380 67 540 3779,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ МАРІКІНО,Ukraine,+380 67 485 0449,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ ОКЕАНОВ,Ukraine,+380 67 470 7715,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ РОЯЛ ФІШ ГРУП,Ukraine,+380 562 339 540,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ ЄСК ЛТД,Ukraine,+380 562 366 751,,,,,Lead,Not Available,
Importer,WW 0304,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ АЙСБЕРГ ФІШ,Ukraine,+380 57 703 3232,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ РИБОКОНСЕРВНИЙ ЗАВОД ЕКВАТОР,Ukraine,+380 57 731 6831,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ КАРАВАН СІФУД,Ukraine,+380 57 752 2671,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ ФАРУН,Ukraine,+380 612 131 413,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ ТОРГОВИЙ ДІМ СЬОМИЙ КОНТИНЕНТ,Ukraine,+380 6234 04762,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ ФІШ ЛАЙН ТРЕЙД 04080 М КИЇВ ВУЛ КOСТЯНТИНІВСЬКА 66,Ukraine,+380 63 278 7858,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ СХІДНИЙ МЕРИДІАН ГРУП 49000 УКРАЇНА М ДНІПРО ВУЛ ВОЛОДІ ДУБІНІНА 8 ОФ 301,Ukraine,+380 63 422 6212,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ СУПЕРФУДС,Ukraine,+380 63 457 4353,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ ВІП ФУД 79024 М ЛЬВІВ ВУЛ ПOЛЬOВА 55 227 УКРАЇНА,Ukraine,+380 63 546 7152,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ ПРОМОРЕ 49021 М ДНІПРO ВУЛ БЕРЕГOВА БУД 200 УКРАЇНА,Ukraine,+380 66 117 4874,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ АКВАМАРИНА,Ukraine,+380 66 406 8281,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ НАМ ФІШ ПЛЮС,Ukraine,+380 66 526 7863,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ РЕД НОУЗ,Ukraine,+380 66 632 9051,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ ГРІН ЛАЙН УКРАЇНА,Ukraine,+380 66 744 2828,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ РИБНИЙ СВІТ КОМПАНІ,Ukraine,+380 66 758 1747,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ ПРОФІТЕКС ЛЬВІВ,Ukraine,+380 67 106 1067,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ МАРИТИМ,Ukraine,+380 67 329 3293,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ КОЛД ЛОГІСТИК,Ukraine,+380 67 334 2606,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ ВІП ФУД,Ukraine,+380 67 341 1856,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ БІПРОДУКТ,Ukraine,+380 67 362 0101,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ РИБНА КРАЇНА,Ukraine,+380 67 384 3939,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ УКРПРОДФІШ,Ukraine,+380 67 402 9296,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ НОРД АТЛАНТІК СІАФУД,Ukraine,+380 67 403 9058,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ АЛІОН ЛТД,Ukraine,+380 67 409 2301,,,,,Lead,Not Available,
Importer,WW 0304,ТОВ ВАНСКІ,Ukraine,+380 67 432 6765,,,,,Lead,Not Available,
Importer,WW 0304,ПП ДОБРИЙ ПРОДУКТ,Ukraine,+380 67 442 9243,,,,,Lead,Not Available,
Importer,WW 0304,ПРИВАТНЕ ПІДПРИЄМСТВО АГРОМЕРЕЖА,Ukraine,+380 67 447 0205,,,,,Lead,Not Available,
Importer,WW 0304,ООО АМБЕР ТРЕЙД,Belarus,+375 17 344-68-02,,,,,Lead,Not Available,
Importer,WW 0304,ООО МИЛЛЕНИУМ ГРУПП,Belarus,+375 17 291-85-95,,,,,Lead,Not Available,
Importer,WW 0304,NATIONWIDE MARKETING SERVICES LTD,Kenya,+254 721 523990,,,,,Lead,Not Available,
Importer,WW 0304,MEAT MARKET BUTCHERY PTY LTD,South Africa,+27 11 613 3731,,,,,Lead,Not Available,
Importer,WW 0304,COMMERCIAL COLD STORAGE NAMIBIA,Namibia,+264 64 213 300,,,,,Lead,Not Available,
Importer,WW 0304,RITEWAY SERVICE CENTRE BUSINESS TRU,Namibia,+264 64 464 143,,,,,Lead,Not Available,
Importer,WW 0304,DOWNS INVESTMENTS CC NPO BOX 7009 OSHAKATI NAMIBIA NERF 1320 MAIN,Namibia,+264 65 226 452,,,,,Lead,Not Available,
Importer,WW 0304,THE KAMANJAB SERVICE STATION AND GENERAL DEALER B NBOX,Namibia,+264 67 330 002,,,,,Lead,Not Available,
Importer,WW 0304,ROSH PINAH GROCERS CC NBOX 198 KARAS,Namibia,+264 81 255 1147,,,,,Lead,Not Available,
Importer,WW 0304,WILKEN INVESTMENTS CC NBOX 96 ORANDJEMUND NAMIBIA NEIGHT,Namibia,+264 81 414 3249,,,,,Lead,Not Available,
Importer,WW 0304,NATIONWIDE MARKETING SERVICES LIMITED CHIPIKU STORES CHIPIKU PLUS,Malawi,+265 1 758 425,,,,,Lead,Not Available,
Importer,WW 0304,I K FOODS,Malawi,+265 991 01 65 26,,,,,Lead,Not Available,
Importer,WW 0304,OK BAZAARS LESOTHO PTY LTD,Lesotho,+266 2243 0380,,,,,Lead,Not Available,
Importer,WW 0304,FLOUNDER INVESTMENTS PROPRIETARY LIMITED,Botswana,+267 391 9485,,,,,Lead,Not Available,
Importer,WW 0304,BOTSWANA POWER CORP,Botswana,+267 463 0372,,,,,Lead,Not Available,
Importer,WW 0304,G S P HARDWARE PROPRIETARY LIMITED,Botswana,+267 74 772 977,,,,,Lead,Not Available,
Importer,WW 0304,ROOSTCREST HOLDINGS PROPRIETARY LIMITED,Botswana,+267 76 723 024,,,,,Lead,Not Available,
Importer,WW 0304,TSEBO SOLUTIONS GROUP LESOTHO PTY LTD,South Africa,+27 10 753 2006,,,,,Lead,Not Available,
Importer,WW 0304,HANKOOK TRADING CC,South Africa,+27 11 803 2344,,,,,Lead,Not Available,
Importer,WW 0304,WOOLWORTHS NAMIBIA PTY LTD,Namibia,+264 61 402 257,,,,,Lead,Not Available,
Importer,WW 0304,TO ORDER KAYTRAD COMMODITIES PTY LT,South Africa,+27 21 422 3322,,,,,Lead,Not Available,
Importer,WW 0304,FISH BROTHERS INC,South Africa,+27 41 364 0650,,,,,Lead,Not Available,
Importer,WW 0304,CONVENIENT ENTERPRISE PTY LTD,South Africa,+27 73 323 6124,,,,,Lead,Not Available,
Importer,WW 0304,CD STE GOLDEN CAMP SOLUTIONS,Democratic Republic of the Congo,+27 81 824 1517,,,,,Lead,Not Available,
Importer,WW 0304,SUPERFISH SA,South Africa,+27 83 969 0372,,,,,Lead,Not Available,
Importer,WW 0304,OCEANA FROZEN FOODS PC,Greece,+30 21 0341 7432,,,,,Lead,Not Available,
Importer,WW 0304,DENAXAS I BROS LTD,Greece,+30 2286 081098,,,,,Lead,Not Available,
Importer,WW 0304,THASSOS GIDA SANAYI VE TICARET LIMITED SIRKETI,Greece,+30 2593 023228,,,,,Lead,Not Available,
Importer,WW 0304,M S STAR IMPEX,Netherlands,+31 164 741 686,,,,,Lead,Not Available,
Importer,WW 0304,HAQ INTERNATIONAL,Netherlands,+31 20 463 7302,,,,,Lead,Not Available,
Importer,WW 0304,VISHANDEL HILLEBRAND DE GRAAF,Netherlands,+31 33 298 5738,,,,,Lead,Not Available,
Importer,WW 0304,WOUT TAAL IMPORT BV,Netherlands,+31 70 354 9842,,,,,Lead,Not Available,
Importer,WW 0304,MARINE FOODS B V,Netherlands,+31 70 416 8181,,,,,Lead,Not Available,
Importer,WW 0304,PARLEVLIET VAN DER PLAS B V,Netherlands,+31 71 789 0000,,,,,Lead,Not Available,
Importer,WW 0304,SEA PRIDE FOOD SERVICES PTY NPO BOX,Namibia,+264 61 415 050,,,,,Lead,Not Available,
Importer,WW 0304,NAMIBIAN FRESH PRODUCE MARKET PTY,Namibia,+264 61 377 170,,,,,Lead,Not Available,
Importer,WW 0304,M H ENTERPRISES L L C,United Arab Emirates,+374 91 639956,,,,,Lead,Not Available,
Importer,WW 0304,FASTLINE FORWARDERS U LTD,Uganda,+256 31 2517914,,,,,Lead,Not Available,
Importer,WW 0304,COAST ANGLO MEATS LIMITED,Kenya,+254 722 838959,,,,,Lead,Not Available,
Importer,WW 0304,QIUSHENG PROPRIETARY LIMITED,Kenya,+254 722 896062,,,,,Lead,Not Available,
Importer,WW 0304,OCEAN CATCH LIMITED,Kenya,+254 726 515111,,,,,Lead,Not Available,
Importer,WW 0304,FELICLEARCON COMPANY LIMITED,Kenya,+254 727 524308,,,,,Lead,Not Available,
Importer,WW 0304,MARGARET WANJIKU NJUGUNA,Kenya,+254 729 524997,,,,,Lead,Not Available,
Importer,WW 0304,SULTANMABI ENTERPRISES LIMITED,Kenya,+254 746 296784,,,,,Lead,Not Available,
Importer,WW 0304,EDWIN OTIENO,Kenya,+254 774 211932,,,,,Lead,Not Available,
Importer,WW 0304,HASHI ENERGY LIMITED C O MONUSCO,Kenya,+254 786 374932,,,,,Lead,Not Available,
Importer,WW 0304,EMBASSY OF SPAIN IN DAR ES SALAAM,Tanzania,+255 22 266 6018,,,,,Lead,Not Available,
Importer,WW 0304,LAKE ECO FISH PROCESSING LIMITED,Tanzania,+255 28 256 0868,,,,,Lead,Not Available,
Importer,WW 0304,SCIEX LTD,Tanzania,+255 677 687 772,,,,,Lead,Not Available,
Importer,WW 0304,U TURN GROCERY STORE LIMITED,Tanzania,+255 682 187 474,,,,,Lead,Not Available,
Importer,WW 0304,BEST IMPORTS ZANZIBAR LIMITED,Tanzania,+255 714 830 703,,,,,Lead,Not Available,
Importer,WW 0304,KAWTHAR SEA FOOD LIMITED,Tanzania,+255 773 530 343,,,,,Lead,Not Available,
Importer,WW 0304,VICTORIA TREASURES LIMITED,Uganda,+256 707 899140,,,,,Lead,Not Available,
Importer,WW 0304,DEEP CATCH TRADING PTY LTD NBOX 902,Namibia,+264 61 304 710,,,,,Lead,Not Available,
Importer,WW 0304,NAMUGENYI MARY,Uganda,+256 750 228817,,,,,Lead,Not Available,
Importer,WW 0304,KAMUNJO INVESTMENTS CO LTD,Uganda,+256 771 417423,,,,,Lead,Not Available,
Importer,WW 0304,AINEHO SAILUS MBARARA,Uganda,+256 773 333944,,,,,Lead,Not Available,
Importer,WW 0304,MR MERCY MUWANGUZI KAMPALA NAKAWA DIVISION NAKAWA DIVISION KINAWATAKA KINAWATAKA NA NA,Uganda,+256 775 871552,,,,,Lead,Not Available,
Importer,WW 0304,MWESIGYE ROBERT MBARARA,Uganda,+256 783 669846,,,,,Lead,Not Available,
Importer,WW 0304,BEYOND AGRI FISHING NETWORK LTD,Uganda,+256 783 781575,,,,,Lead,Not Available,
Importer,WW 0304,ZAKARIE GENERAL CONTRACTING COMPANY SMC LTD,Uganda,+256 788 707478,,,,,Lead,Not Available,
Importer,WW 0304,IPSDI BURUNDI,Burundi,+257 79 91 57 17,,,,,Lead,Not Available,
Importer,WW 0304,ALEX STEWART INTERNATIONAL TZANDA,Zambia,+260 96 9150441,,,,,Lead,Not Available,
Importer,WW 0304,MUKAMUSA TECHNOLOGY COMPANY LIMITED,Zimbabwe,+263 77 508 0409,,,,,Lead,Not Available,
Importer,WW 0304,THREE CHOIRS TRADING PTY LTD,Zimbabwe,+263 78 279 9273,,,,,Lead,Not Available,
Importer,WW 0304,WECKE VOIGTS PTY LTD NBOX 62 WINDH,Namibia,+264 61 217 520,,,,,Lead,Not Available,
Importer,WW 0304,WINDHOEK FUEL CENTRE CC NBOX,Namibia,+264 61 252 059,,,,,Lead,Not Available,
Importer,WW 0304,NAMICA SUPERMARKET CC,Namibia,+264 61 261 164,,,,,Lead,Not Available,
Importer,WW 0304,HOLLAND FRESH FOOD B V,Netherlands,+31 73 644 7960,,,,,Lead,Not Available,
Importer,WW 0304,KLOOSTERBOER INTERNATIONAL FORWARDING IJMUIDEN B V,Netherlands,+31 88 554 9900,,,,,Lead,Not Available,
Importer,WW 0304,CIANO TRADING SERVICE FOR UNITED,Belgium,+32 2 280 47 31,,,,,Lead,Not Available,
Importer,WW 0304,TRANS GLOBE SHIPPING LTD,Ireland,+353 1 534 0163,,,,,Lead,Not Available,
Importer,WW 0304,CHINESE TRADING DE VALENCIA S L,Spain,+34 963 52 23 83,,,,,Lead,Not Available,
Importer,WW 0304,MOSCA MARITIMO SL,Spain,+34 968 38 92 22,,,,,Lead,Not Available,
Importer,WW 0304,GUDE ARMADORES S L,Spain,+34 981 87 35 22,,,,,Lead,Not Available,
Importer,WW 0304,FREIREMAR SA,Spain,+34 986 29 31 30,,,,,Lead,Not Available,
Importer,WW 0304,PESCANOVA ESPANA SLU,Spain,+34 986 33 14 01,,,,,Lead,Not Available,
Importer,WW 0304,ANGEL LOPEZ SOTO SL,Spain,+34 986 48 01 09,,,,,Lead,Not Available,
Importer,WW 0304,AFRIMAR LIMITADA,Spain,+34 986 62 50 30,,,,,Lead,Not Available,
Importer,WW 0304,GIALMAR PRODUTOS ALIMENTARES SA,Portugal,+351 232 819 220,,,,,Lead,Not Available,
Importer,WW 0304,FRESCOURTESY UNIPERSONAL LDA,Portugal,+351 244 132 549,,,,,Lead,Not Available,
Importer,WW 0304,TORRES GAGO SOCIEDADE DE PESCAS,Portugal,+351 251 708 300,,,,,Lead,Not Available,
Importer,WW 0304,GENCOAL S A,Portugal,+351 252 692 400,,,,,Lead,Not Available,
Importer,WW 0304,RUMO FINAL PRODUTOS ALIMENTARES LDA,Portugal,+351 268 094 050,,,,,Lead,Not Available,
Importer,WW 0304,ТОО MONDIAL FOOD CO,Luxembourg,+352 51 58 36 1,,,,,Lead,Not Available,
Importer,WW 0304,LTD ACRA,Ireland,+353 1 295 1264,,,,,Lead,Not Available,
Importer,WW 0304,PREMIUM OF ICELAND EHF,Iceland,+354 834 1210,,,,,Lead,Not Available,
Importer,WW 0304,DAGIM SEAFOOD S A,Belgium,+32 3 281 30 14,,,,,Lead,Not Available,
Importer,WW 0304,ABEL SEAFOOD LTD,Albania,+355 68 340 0304,,,,,Lead,Not Available,
Importer,WW 0304,KALLAS PAPADOPOULOS CYPRUS LTD,Cyprus,+357 25 714585,,,,,Lead,Not Available,
Importer,WW 0304,ТЗОВ ФРЕШ ФУД ЛОДЖИСТІКС,Bulgaria,+359 88 844 4979,,,,,Lead,Not Available,
Importer,WW 0304,MICHIK LTD,Bulgaria,+359 89 857 9691,,,,,Lead,Not Available,
Importer,WW 0304,AKBELITA JSC,Lithuania,+370 5 249 0509,,,,,Lead,Not Available,
Importer,WW 0304,FISH AND MEAT,Lithuania,+370 688 09702,,,,,Lead,Not Available,
Importer,WW 0304,OU ANKRISET,Estonia,+372 523 7036,,,,,Lead,Not Available,
Importer,WW 0304,LADU,Estonia,+372 5663 2632,,,,,Lead,Not Available,
Importer,WW 0304,FIRMA SALIPETRIER SRL,Moldova,+373 22 317 475,,,,,Lead,Not Available,
Importer,WW 0304,AL BIONIX PRIM SRL RM MUN CHISINAU,Moldova,+373 22 476 261,,,,,Lead,Not Available,
Importer,WW 0304,TELEMAR SRL,Moldova,+373 22 479 098,,,,,Lead,Not Available,
Importer,WW 0304,NORSEA FOOD SRL RM,Moldova,+373 22 503 636,,,,,Lead,Not Available,
Importer,WW 0304,SRL VICTONIS PRIM MOLDOVA MUN C,Moldova,+373 600 64 239,,,,,Lead,Not Available,
Importer,WW 0304,SRL LEMIN COMP MOLDOVA MUN CHIS,Moldova,+373 799 20 117,,,,,Lead,Not Available,
Importer,WW 0304,DISTRIBUIDORA LEVANTINA DE ALIMENTAC,Spain,+34 961 50 84 55,,,,,Lead,Not Available,
Importer,WW 0304,CONGELADOS MERCAPEIX S L,Spain,+34 961 34 05 19,,,,,Lead,Not Available,
Importer,WW 0304,COHINO SL,Spain,+34 961 27 22 44,,,,,Lead,Not Available,
Importer,WW 0304,ELIZALDE MUNOZ JOSE ALBERTO,Spain,+34 953 26 67 33,,,,,Lead,Not Available,
Importer,WW 0304,FRANGOISE,Belgium,+32 4 223 49 22,,,,,Lead,Not Available,
Importer,WW 0304,HUBCO SA,France,+33 1 46 87 25 08,,,,,Lead,Not Available,
Importer,WW 0304,DAVIGEL S A,France,+33 1 49 84 10 19,,,,,Lead,Not Available,
Importer,WW 0304,SOCIETE FABRE DEVELOPPEMENT FINANCE,France,+33 1 53 63 83 30,,,,,Lead,Not Available,
Importer,WW 0304,AMBASSADE CENTRAFRIQUE,France,+33 1 55 74 73 10,,,,,Lead,Not Available,
Importer,WW 0304,ITM ALIMENTAIRE INTERNATIONAL,France,+33 1 83 64 09 20,,,,,Lead,Not Available,
Importer,WW 0304,TRANSIT MEAL,France,+33 2 22 51 17 20,,,,,Lead,Not Available,
Importer,WW 0304,GONDRAND LE HAVRE,France,+33 2 35 25 59 00,,,,,Lead,Not Available,
Importer,WW 0304,SOCIETE INDUSTRIELLE DE TRANSFORMATION ALIMENTAIRE,France,+33 2 51 71 09 20,,,,,Lead,Not Available,
Importer,WW 0304,MAG SARL,France,+33 2 97 44 84 84,,,,,Lead,Not Available,
Importer,WW 0304,HALIEUTIS SAS,France,+33 2 97 85 19 39,,,,,Lead,Not Available,
Importer,WW 0304,ETS PAUL PAULET,France,+33 2 98 74 40 00,,,,,Lead,Not Available,
Importer,WW 0304,SOCIETE L ATRIUM,France,+33 2 98 94 44 98,,,,,Lead,Not Available,
Importer,WW 0304,NORDIC SEAFOOD FRANCE S A S,France,+33 3 21 05 03 91,,,,,Lead,Not Available,
Importer,WW 0304,SOCATRANS,France,+33 3 27 82 29 92,,,,,Lead,Not Available,
Importer,WW 0304,HANINAHAZWE JEAN CLAUDE,France,+33 3 29 74 88 87,,,,,Lead,Not Available,
Importer,WW 0304,NECTON SARL,France,+33 3 91 90 54 27,,,,,Lead,Not Available,
Importer,WW 0304,SARL JOLIGEST,France,+33 4 75 06 83 62,,,,,Lead,Not Available,
Importer,WW 0304,RAGT SEMENCES,France,+33 5 65 71 25 00,,,,,Lead,Not Available,
Importer,WW 0304,ETS POISSONERIE SAMA,France,+33 6 71 87 10 58,,,,,Lead,Not Available,
Importer,WW 0304,A L INTENTION DE MR TUPONE JULIEN,France,+33 6 83 52 75 64,,,,,Lead,Not Available,
Importer,WW 0304,GRUPO ALMANSA D Y C S L,Spain,+34 686 49 50 00,,,,,Lead,Not Available,
Importer,WW 0304,TUNATUNES S L,Spain,+34 886 30 23 88,,,,,Lead,Not Available,
Importer,WW 0304,MODAL TRADE EUROPA SL,Spain,+34 931 31 70 20,,,,,Lead,Not Available,
Importer,WW 0304,ARTICFISH IMPORT SL,Spain,+34 931 93 98 28,,,,,Lead,Not Available,
Importer,WW 0304,UNIVERSAL GLOBAL LOGISTICS S A,Spain,+34 933 74 09 47,,,,,Lead,Not Available,
Importer,WW 0304,ICELANDIC FREEZING PLANTS IBERICA,Spain,+34 934 78 80 00,,,,,Lead,Not Available,
Importer,WW 0304,EUROPAC FICO ALIMENTOS DEL MAR S L,Spain,+34 944 54 00 50,,,,,Lead,Not Available,
Importer,WW 0304,IBO CONNECT,Spain,+34 948 75 32 82,,,,,Lead,Not Available,
Importer,WW 0304,ORICA CHILE SA,Chile,+56 2 2715 3800,,,,,Lead,Not Available,
Importer,WW 0304,OKRAN S A,Chile,+56 2 2739 0097,,,,,Lead,Not Available,
Importer,WW 0304,TRANG KHANH TRADING COMPANY LIMITED,Vietnam,+84 291 3958 377,,,,,Lead,Not Available,
Importer,WW 0304,CHI NHÁNH CÔNG TY TNHH INABATA VIỆT NAM,Vietnam,+84 28 3925 1935,,,,,Lead,Not Available,
Importer,WW 0304,0314990414 KODAI SANGYO VIETNAM CO LTD,Vietnam,+84 28 3930 3739,,,,,Lead,Not Available,
Importer,WW 0304,INTIMEX INVESTMENT JSC,Vietnam,+84 28 3931 8569,,,,,Lead,Not Available,
Importer,WW 0304,CÔNG TY CỔ PHẦN THỰC PHẨM CJ CẦU TRE,Vietnam,+84 28 3961 2544,,,,,Lead,Not Available,
Importer,WW 0304,TOKI FOOD IMPORT EXPORT CO LTD,Vietnam,+84 28 5411 7343,,,,,Lead,Not Available,
Importer,WW 0304,CÔNG TY TNHH THỰC PHẨM ĐỒ UỐNG AVG,Vietnam,+84 28 5412 9222,,,,,Lead,Not Available,
Importer,WW 0304,CÔNG TY TNHH THỰC PHẨM VẠN ĐỨC,Vietnam,+84 28 5425 4667,,,,,Lead,Not Available,
Importer,WW 0304,DENTI COMPANY LTD,Vietnam,+84 28 6258 3440,,,,,Lead,Not Available,
Importer,WW 0304,VIET MY IMPORT EXPORT LOGISTICS CO,Vietnam,+84 28 6259 9427,,,,,Lead,Not Available,
Importer,WW 0304,CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU KIM THỦY PHÁT,Vietnam,+84 28 6267 6917,,,,,Lead,Not Available,
Importer,WW 0304,CÔNG TY TRÁCH NHIỆM HỮU HẠN XUẤT NHẬP KHẨU SAN HO,Vietnam,+84 28 6674 4377,,,,,Lead,Not Available,
Importer,WW 0304,CÔNG TY CP CHẾ BIẾN THỦY SẢN XUẤT KHẨU TẮC VÂN,Vietnam,+84 290 3847 589,,,,,Lead,Not Available,
Importer,WW 0304,CÔNG TY TNHH XUẤT NHẬP KHẨU HẢI SẢN THẢO VIÊN,Vietnam,+84 291 3846 778,,,,,Lead,Not Available,
Importer,WW 0304,CÔNG TY TNHH MỘT THÀNH VIÊN THỰC PHẨM ĐÔNG LẠNH VIỆT I MEI,Vietnam,+84 291 3853 176,,,,,Lead,Not Available,
Importer,WW 0304,CÔNG TY CP THỦY SẢN HẢI SÁNG,Vietnam,+84 292 3648 480,,,,,Lead,Not Available,
Importer,WW 0304,CÔNG TY CỔ PHẦN THỰC PHẨM BIỂN CAO CẤP TOÀN CẦU,Vietnam,+84 28 3841 8996,,,,,Lead,Not Available,
Importer,WW 0304,DAI NAM FOOD PROCESSING COMPANY LIMITED,Vietnam,+84 292 3842 038,,,,,Lead,Not Available,
Importer,WW 0304,CÔNG TY TNHH HAI THÀNH VIÊN HẢI SẢN 404,Vietnam,+84 292 3842 228,,,,,Lead,Not Available,
Importer,WW 0304,CÔNG TY CP CHẾ BIẾN THỦY HẢI SẢN HIỆP THANH,Vietnam,+84 292 3854 888,,,,,Lead,Not Available,
Importer,WW 0304,CÔNG TY CỔ PHẦN THỦY SẢN NT,Vietnam,+84 297 3616 515,,,,,Lead,Not Available,
Importer,WW 0304,CÔNG TY CỔ PHẦN THỦY SẢN HIỆP PHÁT,Vietnam,+84 297 3617 230,,,,,Lead,Not Available,
Importer,WW 0304,CÔNG TY CỔ PHẦN THỦY SẢN BẠC LIÊU,Vietnam,+84 349 007 782,,,,,Lead,Not Available,
Importer,WW 0304,CHI NHÁNH CÔNG TY TNHH DỊCH VỤ VẬN TẢI HÀNG HẢI THIÊN Ý TẠI ĐÀ NẴNG,Vietnam,+84 353 454 545,,,,,Lead,Not Available,
Importer,WW 0304,CÔNG TY TNHH MỘT THÀNH VIÊN ẤN ĐỘ DƯƠNG,Vietnam,+84 362 992 756,,,,,Lead,Not Available,
Importer,WW 0304,CÔNG TY TNHH SCJ VIỆT NAM,Vietnam,+84 392 410 958,,,,,Lead,Not Available,
Importer,WW 0304,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI SẢN XUẤT THỰC PHẨM CTA,Vietnam,+84 393 947 636,,,,,Lead,Not Available,
Importer,WW 0304,CANTHO IMPORT EXPORT SEAFOOD JOINT STOCK CO CASEAMEX,Vietnam,+84 710 384 128,,,,,Lead,Not Available,
Importer,WW 0304,PHUC HAU IMPORT EXPORT TRADING COMPANY LIMITED,Vietnam,+84 773 906 903,,,,,Lead,Not Available,
Importer,WW 0304,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU HẢI TRÍ,Vietnam,+84 834 141 218,,,,,Lead,Not Available,
Importer,WW 0304,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẦU TƯ XUẤT NHẬP KHẨU PHÚC LỘC,Vietnam,+84 888 355 389,,,,,Lead,Not Available,
Importer,WW 0304,CULIMER VIETNAM CO LTD,Vietnam,+84 28 3847 8757,,,,,Lead,Not Available,
Importer,WW 0304,TỔNG CÔNG TY THỦY SẢN VIỆT NAM CÔNG TY CỔ PHẦN,Vietnam,+84 28 3829 4097,,,,,Lead,Not Available,
Importer,WW 0304,CÔNG TY TNHH CÁ NGỪ VIỆT NAM,Vietnam,+84 258 3743 678,,,,,Lead,Not Available,
Importer,WW 0304,NGUYEN THI MY THO BUSINESS,Vietnam,+84 273 6250 339,,,,,Lead,Not Available,
