Role,Product,Name,Country,Phone,Website,E-mail 1,E-mail 2,Last Contact,Status,WA Availability,E-mail Sent
Importer,WW 0303,COPRIMAR COMERCIO DE PESCADOS E FRUTOS DO MAR LTDA,Brazil,+55 91 99271-1859,,,,,Lead,Not Available,
Importer,WW 0303,BONNA VITTA INDUSTRIA E COMERCIO LTDA,Brazil,+55 92 2125-0900,http://www.bonnavitta.com/,,,,Needs checking,Available,
Importer,WW 0303,PANIFICADORA N S DE FATIMA LTDA,Brazil,+55 92 3237-9628,,,,,Lead,Not Available,
Importer,WW 0303,NORTEMAR COMERCIO EXPORTACAO LTDA,Brazil,+55 92 3611-5202,http://www.nortemar.com.br/,nortemar@nortemar.com.br,samuel@nortemar.com.br,,Needs checking,Not Available,
Importer,WW 0303,LABORATORIO BIO VET LTDA,Brazil,+55 92 99334-8165,https://www.instagram.com/biovetdiagnosticos?igsh=MTVzbm40a2IybHNmcw==,,,,Needs checking,Not Available,
Importer,WW 0303,EDIFRIGO COMERCIAL E INDUSTRIAL LTDA,Brazil,+55 93 3523-1944,http://www.edifrigo.com.br/,talentos@edifrigo.com.br,,,Needs checking,Not Available,
Importer,WW 0303,WALMART CHILE SA,Chile,+56 2 2200 5000,https://www.walmartchile.cl/,,,,Needs checking,Not Available,
Importer,WW 0303,COMERC MARKET LINK CHILE LTDA,Chile,+56 2 2234 5573,,,,,Lead,Not Available,
Importer,WW 0303,CIRCULO ISRAELITA,Chile,+56 2 2240 5000,http://www.cis.cl/,,,,Needs checking,Not Available,
Importer,WW 0303,SOC COM THE GAON LTDA,Chile,+56 2 2242 0082,http://www.queresto.com/gaon,,,,Needs checking,Not Available,
Importer,WW 0303,SOCIEDAD COMERCIALIZADORA MACAN LTDA,Chile,+56 2 2345 0501,http://www.macanltda.cl/,info@macanltda.cl,,,Verified lead,Not Available,
Importer,WW 0303,COMERCIALIZADORA 21459 S A,Chile,+56 2 2401 5725,http://www.comercializadorachile.cl/,,,,Needs checking,Not Available,
Importer,WW 0303,COM Y PESQUERA SOUTH WIND S A,Chile,+56 2 2464 9083,http://southwind.cl/,info@southwind.cl,,,Needs checking,Not Available,
Importer,WW 0303,INDUSTRIA METALMECANICA RIVET,Chile,+56 2 2489 1030,http://www.rivet.cl/,,,,Needs checking,Not Available,
Importer,WW 0303,BLUE OCEAN SEAFOOD SPA,Chile,+56 2 2502 5116,http://www.blueoceanchile.com/,info@blueoceanchile.com,,,Verified lead,Not Available,
Importer,WW 0303,RENDIC HERMANOS S A,Chile,+56 2 2512 7100,,,,,Lead,Not Available,
Importer,WW 0303,CENTRO VETERIN Y AGRICOLA LTDA,Chile,+56 2 2557 8817,,,,,Lead,Not Available,
Importer,WW 0303,IMPAC S A,Chile,+56 2 2591 7500,http://www.impac.cl/,quillota@impac.cl,gerencia@impac.com.pe,,Needs checking,Not Available,
Importer,WW 0303,MASTER SEAFOOD LTDA,Chile,+56 2 2603 2846,http://www.masterseafood.cl/,contacts@motocms.com,info@masterseafood.cl,,Verified lead,Not Available,
Importer,WW 0303,COMERCIAL ALCA LTDA,Chile,+56 2 2656 9999,,,,,Lead,Not Available,
Importer,WW 0303,AGROSUPER CHINA CO LTD,Chile,+56 2 2698 4053,http://www.agrosuper.com/,,,,Verified lead,Not Available,
Importer,WW 0303,SABORES PATAGONICOS SPA,Chile,+56 2 2734 9072,https://www.saborespatagonicos.cl/,pedidos@saborespatagonicos.cl,,,Needs checking,Not Available,
Importer,WW 0303,EMPORIO COMERCIAL CUSCO LTDA,Chile,+56 2 2737 0055,http://www.comercialcusco.cl/,contacto@comercialcusco.cl,ventas@comercialcusco.cl,,Needs checking,Not Available,
Importer,WW 0303,PANIFIC INTERBAKE CHILE LTDA,Chile,+56 2 2739 0538,https://interbake.cl/,contacto@interbake.cl,,,Verified lead,Not Available,
Importer,WW 0303,IMP Y ALIM ICB FOOD SERVICE L,Chile,+56 2 2760 4090,http://www.icbfs.cl/,,,,Needs checking,Available,
Importer,WW 0303,ELBELMAN CORP S A,Chile,+56 2 2774 2024,https://elbelman.cl/,ventas@elbelman.cl,,,Verified lead,Not Available,
Importer,WW 0303,SALMONES ANTARTICA S A,Chile,+56 2 2840 5292,http://www.tienda-salmonesantartica.cl/Santiago/,latiendita@nissui.cl,latienditasantiago@nissui.cl,,Needs checking,Not Available,
Importer,WW 0303,MONDO CHILE COMERCIO,Chile,+56 2 2876 5200,https://mondo.cl/,,,,Needs checking,Not Available,
Importer,WW 0303,RC IMPORTACIONES LIMITADA,Chile,+56 2 2904 8104,http://www.rcparts.cl/,ventas@rcparts.cl,,,Needs checking,Not Available,
Importer,WW 0303,CRONOS LOGISTICA LTDA,Chile,+56 2 2928 7500,http://www.cronoslogistica.cl/,cronos@cronoslogistica.com,,,Needs checking,Not Available,
Importer,WW 0303,WALMART CHILE ALIM Y SERV LTDA,Chile,+56 2 2940 9300,,,,,Lead,Not Available,
Importer,WW 0303,EXPORTADORA MULTIMARES LTDA,Chile,+56 2 2955 9500,,,,,Lead,Not Available,
Importer,WW 0303,COMERCIAL AGUA VIVA CHILE LTDA,Chile,+56 2 6465 3244,http://www.norikosushi.cl/,u003ejustocolombia@getjusto.com,soportejustoapp@getjusto.com,,Needs checking,Not Available,
Importer,WW 0303,INST DE FOMENTO PESQUERO,Chile,+56 32 215 1500,https://www.ifop.cl/,info@ifop.cl,gabriela.gutierrez@ifop.cl,,Needs checking,Not Available,
Importer,WW 0303,FRIGORIFICO DELMAR EIRL,Chile,+56 32 229 1166,http://www.delfrio.cl/,,,,Needs checking,Not Available,
Importer,WW 0303,CAMANCHACA S A,Chile,+56 41 250 9000,http://www.camanchaca.cl/,,,,Needs checking,Not Available,
Importer,WW 0303,ALIMEX S A,Chile,+56 41 272 9700,,,,,Lead,Not Available,
Importer,WW 0303,ALIMENTOS DEL NORTE LTDA,Chile,+56 41 287 0180,,,,,Lead,Not Available,
Importer,WW 0303,FOODCORP CHILES A,Chile,+56 41 292 2400,,,,,Lead,Not Available,
Importer,WW 0303,PROC DE ALIM OMEGA SEAFOODS LT,Chile,+56 51 224 2351,http://www.omegaseafoods.cl/,contacto@omegaseafoods.cl,,,Verified lead,Not Available,
Importer,WW 0303,PESQUERA OMEGA LTDA,Chile,+56 51 229 8485,,,,,Lead,Not Available,
Importer,WW 0303,COMERCIAL IMPORT Y EXPORT CHIL,Chile,+56 57 257 5060,,,,,Lead,Not Available,
Importer,WW 0303,COM Y SERV S RENTAL CHILE S A,Chile,+56 600 360 3200,https://www.smartycar.cl/,soporte@smartycar.cl,,,Needs checking,Not Available,
Importer,WW 0303,PESCA CHILE S A,Chile,+56 61 221 9372,http://www.pescachile.cl/,,,,Needs checking,Not Available,
Importer,WW 0303,CERMAQ CHILE,Chile,+56 65 256 3250,https://www.cermaq.cl/,rrhh.comunicaciones@cermaq.com,,,Needs checking,Not Available,
Importer,WW 0303,AUSTRALIS MAR S A,Chile,+56 65 256 6100,,,,,Lead,Not Available,
Importer,WW 0303,ACME CHILE SPA,Chile,+56 65 256 9100,http://www.acmesmokedfish.com/,,,,Verified lead,Not Available,
Importer,WW 0303,CALETA BAY ASIA LTD,Chile,+56 65 257 7500,http://www.caletabay.cl/,ventas@caletabay.cl,,,Needs checking,Not Available,
Importer,WW 0303,SALMONES DE CHILE S A,Chile,+56 65 267 2204,http://www.salmones-dechile.cl/,,,,Needs checking,Not Available,
Importer,WW 0303,IMPORTADORA ORIENT MARKET LTDA,Chile,+56 9 3664 4305,http://orientmarket.cl/,,,,Needs checking,Available,
Importer,WW 0303,CAMANCHACA MEXICO S A DE C V,Chile,+56 9 3742 8198,,,,,Lead,Available,
Importer,WW 0303,FRIOSUR ALIMENTOS DEL MAR S A,Chile,+56 9 4248 1990,http://www.tiendafriosur.cl/,,,,Needs checking,Available,
Importer,WW 0303,ALIMENTOS BOBA LIMITADA,Chile,+56 9 6436 0633,http://www.boba.cl/,infoalimentosboba@gmail.com,,,Needs checking,Available,
Importer,WW 0303,SOC DE ALIMENTOS LEEFOOD LTDA,Chile,+56 9 6674 5260,http://www.leefood.cl/,leefoodscl@gmail.com,,,Verified lead,Available,
Importer,WW 0303,PISCICOLA ENTRE RIOS LIMITADA,Chile,+56 9 9020 3735,http://www.piserios.cl/,,,,Needs checking,Available,
Importer,WW 0303,SALMONES AUSTRAL NORTH AMERICA,Chile,+56 9 9589 0336,,,,,Lead,Not Available,
Importer,WW 0303,GOLDEN OMEGA USA LLC,Chile,+56 9 9688 1051,https://www.goldenomega.cl/,,,,Needs checking,Not Available,
Importer,WW 0303,YANBAL DE COL S A,Colombia,+57 1 800 0122223,https://www.yanbal.com/co/,,,,Needs checking,Not Available,
Importer,WW 0303,SODIMAC COLOMBIA SA,Colombia,+57 1 800 0127373,http://homecenter.com.co/,,,,Needs checking,Not Available,
Importer,WW 0303,ALMACENES EXITO S A,Colombia,+57 1 800 0428800,https://www.exito.com/?utm_source=google&utm_medium=gmb,,,,Needs checking,Not Available,
Importer,WW 0303,AVON COLOMBIA S A S,Colombia,+57 1 800 0941222,https://www.avon.co/,,,,Needs checking,Not Available,
Importer,WW 0303,DIAMOND GROUP AMD S A S,Colombia,+57 300 2039727,https://diamondgservices.com/,contacto@diamondgroup.com,contacto@diamondgservices.com,,Needs checking,Not Available,
Importer,WW 0303,VELEZ INVS Y CONSULTORES S A S,Colombia,+57 300 3007697,,,,,Lead,Available,
Importer,WW 0303,COMERCIALIZADORA DE PESCADOS Y CARNES MR PEZ SAS,Colombia,+57 300 5684476,https://www.facebook.com/Marpezsincelejo,,,,Needs checking,Not Available,
Importer,WW 0303,AMWAY COLOMBIA,Colombia,+57 300 6596207,,,,,Lead,Available,
Importer,WW 0303,IBS ZONA FRANCA S A,Colombia,+57 300 8460564,https://www.ibszf.com/,gerencia@ibszf.com,,,Needs checking,Available,
Importer,WW 0303,GRUPO LOGISTICO Y COMERCIALIZADORA GLOBAL TRADING S A S,Colombia,+57 301 3648467,http://logisticaldepot.com/,info@logisticaldepot.com,,,Needs checking,Not Available,
Importer,WW 0303,ASPRILLA MOSQUERA CAMILO ELIAS,Colombia,+57 301 4298354,,,,,Lead,Available,
Importer,WW 0303,COMERCIALIZADORA E IMPDORA OLMAR S A S,Colombia,+57 301 4519023,,,,,Lead,Not Available,
Importer,WW 0303,MERCAMIO S A,Colombia,+57 301 4538699,http://www.mercamio.com.co/,,,,Needs checking,Available,
Importer,WW 0303,PESCAR INVERSIONES S A S,Colombia,+57 301 5060360,,,,,Lead,Not Available,
Importer,WW 0303,COMERCIALIZADORA TILAPIAS CMA SAS,Colombia,+57 301 7143155,http://datasystemcma.com/,info@datasystemcma.com,,,Needs checking,Available,
Importer,WW 0303,INVERSIONES ZULUAGA Y RODRIGUEZ S A S,Colombia,+57 301 7518697,,,,,Lead,Available,
Importer,WW 0303,INVERSIONES PACKETS LTDA,Colombia,+57 301 7796605,,,,,Lead,Available,
Importer,WW 0303,SURAMERICANA CIAL S A S,Colombia,+57 302 4256789,,,,,Lead,Not Available,
Importer,WW 0303,PEZ SIN FRONTERAS SAS,Colombia,+57 304 5778798,https://www.gruposinfronteras.com/,informacion@gruposinfronteras.com,,,Needs checking,Available,
Importer,WW 0303,CALYPSO DEL CARIBE S A,Colombia,+57 304 6163854,,,,,Lead,Available,
Importer,WW 0303,CARNECOL MAYORISTA S A S,Colombia,+57 304 6379544,,,,,Lead,Not Available,
Importer,WW 0303,ALMS EXITO S A,Colombia,+57 305 4874712,,,,,Lead,Not Available,
Importer,WW 0303,COMPANIA DSIERRA HUILA S A S,Colombia,+57 310 2259772,,,,,Lead,Available,
Importer,WW 0303,FARO AZUL SAC,Colombia,+57 310 3909357,,,,,Lead,Available,
Importer,WW 0303,CIALZDORA COSTA DORADA S A S,Colombia,+57 310 4048084,http://grupocostadorada.com/,servicioalcliente@grupocostadorada.com,,,Needs checking,Available,
Importer,WW 0303,VADIMAR S A C,Colombia,+57 310 4578908,,,,,Lead,Not Available,
Importer,WW 0303,ASEMAR ADUANAS Y SERVICIOS MARITIMO,Colombia,+57 310 5031654,http://asemar.com.co/,asemar1@outlook.com,,,Needs checking,Available,
Importer,WW 0303,INVERSIONES DISCARIBBEAN SAS,Colombia,+57 310 7702993,,,,,Lead,Available,
Importer,WW 0303,IMPORMAR DE COLOMBIA S A S,Colombia,+57 310 8218935,,,,,Lead,Available,
Importer,WW 0303,C I AGRODEX S A S,Colombia,+57 310 8651796,http://agrodexsas.com/,info@agrodexsas.com,,,Needs checking,Available,
Importer,WW 0303,DECARNES S A S,Colombia,+57 310 8871297,https://www.cdccarnesdecolombiasas.co/,comercialcdccarnes@gmai.com,comercialcdccarnes@gmail.com,,Needs checking,Available,
Importer,WW 0303,SOCIEDAD INTERNACIONAL DE ALIMENTOS CONGELADOS SAS,Colombia,+57 311 8086604,http://www.alimentossas.com/,,,,Needs checking,Available,
Importer,WW 0303,GETRUDIS GARZON JARAMILLO,Colombia,+57 311 8547207,,,,,Lead,Available,
Importer,WW 0303,SEMBRAMOS Y COMERCIALIZAMOS LTDA,Colombia,+57 311 8559694,http://www.sycltda.com/,ventas@sycltda.com,,,Needs checking,Available,
Importer,WW 0303,DIST DE CARNES ET LOS MONOS S A S,Colombia,+57 312 2370605,https://www.instagram.com/losmonoscarnes/?hl=es,,,,Needs checking,Available,
Importer,WW 0303,DIANA DEL MAR S A S,Colombia,+57 312 3245978,,,,,Lead,Available,
Importer,WW 0303,DIST DE PESCADOS Y MARISCOS DE LA SABANA S A,Colombia,+57 312 3519007,https://delasabana.com/,,,,Needs checking,Available,
Importer,WW 0303,EXPOMAR COLOMBIA S A S,Colombia,+57 312 7871927,,,,,Lead,Available,
Importer,WW 0303,COMERCIALIZADORA GREENMAR S A S,Colombia,+57 312 7889770,,,,,Lead,Available,
Importer,WW 0303,COM DE PRODUCTOS MEDICOS LTDA,Colombia,+57 313 2479162,https://coimpormedica.com/,,,,Needs checking,Available,
Importer,WW 0303,JAMES DONDOH,Colombia,+57 313 3125907,http://dondoh.com/bogota/,,,,Needs checking,Available,
Importer,WW 0303,ANGLETON GROUP S A S,Colombia,+57 313 6607015,,,,,Lead,Available,
Importer,WW 0303,COLOMBIA PEZ S A S,Colombia,+57 313 7089979,,,,,Lead,Available,
Importer,WW 0303,COMERPES S A,Colombia,+57 314 5964215,http://www.comerpes.com/,,,,Needs checking,Available,
Importer,WW 0303,GRUPO HOLOS SAS,Colombia,+57 314 6158172,http://www.holos.com.co/,holos@holos.com.co,,,Needs checking,Available,
Importer,WW 0303,COMPANIA AGROINDUSTRIAL Y COMERCIAL DEL PACIFICO S A S,Colombia,+57 314 6250821,,,,,Lead,Available,
Importer,WW 0303,C I IMPOREXCOL R R M S A S,Colombia,+57 314 6954272,http://www.imporexcol.com.co/,,,,Needs checking,Not Available,
Importer,WW 0303,CIALZDORA Y DIST AGROINDUSTRIALES S A S,Colombia,+57 314 7757394,,,,,Lead,Not Available,
Importer,WW 0303,KOPPERT COLOMBIA S A S,Colombia,+57 315 3858480,http://koppert.com.co/,,,,Verified lead,Available,
Importer,WW 0303,EL GRAN LANGOSTINO S A S,Colombia,+57 315 4495633,https://tienda.granlangostino.com/,,,,Needs checking,Available,
Importer,WW 0303,COMERCIALIZADORA SUPER AGROMARES SAS,Colombia,+57 315 5741103,https://instagram.com/agro.mares?igshid=YmMyMTA2M2Y=,,,,Needs checking,Available,
Importer,WW 0303,COELED SAS,Colombia,+57 315 7211197,https://coeledsas.com/,,,,Needs checking,Available,
Importer,WW 0303,NUTRIALIMENTOS CARNICOS SAS,Colombia,+57 316 0187774,https://nutrialimentoscarnicos.com/,servicioalcliente@nutricarnicos.com,,,Needs checking,Available,
Importer,WW 0303,CIALZDORA INTL QUINAYAS LTDA,Colombia,+57 316 2291996,,,,,Lead,Not Available,
Importer,WW 0303,DISTRIELECTRICOS DEL CARIBE S A S,Colombia,+57 316 2869791,,,,,Lead,Available,
Importer,WW 0303,C I PESCAMARES S A S,Colombia,+57 316 6905457,https://escamas.co/2022/02/11/pesca-san-andres-y-cayos/,contacto@escamas.co,,,Needs checking,Available,
Importer,WW 0303,MINDRAY MEDICAL COLOMBIA SAS,Colombia,+57 316 8757876,,,,,Lead,Available,
Importer,WW 0303,INVS LA BUONA VITA S A S,Colombia,+57 317 4297698,,,,,Lead,Not Available,
Importer,WW 0303,EL GRAN PARGO SAS,Colombia,+57 317 5137794,http://instagram.com/elgranpargopesquera?utm_copy_link,,,,Needs checking,Available,
Importer,WW 0303,IMPORT Y EXPORT ZASHA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,Colombia,+57 317 7024523,,,,,Lead,Not Available,
Importer,WW 0303,COMERCIALIZADORA SUPERLINEAS RRMM,Colombia,+57 318 2575601,,,,,Lead,Available,
Importer,WW 0303,COLOMBIA FISHERIES E U,Colombia,+57 318 3608132,https://www.fishcolombia.com/,,,,Needs checking,Available,
Importer,WW 0303,ANNAR DIAGNOSTICA IMPORT S A S,Colombia,+57 318 3637668,https://annardx.com/,ventas@annardx.com,serviciocliente@annardx.com,,Needs checking,Available,
Importer,WW 0303,REY DEL MAR S A S,Colombia,+57 318 4023668,,,,,Lead,Not Available,
Importer,WW 0303,C I COMERCIALIZADORA SAN FRANCISCO S A S,Colombia,+57 318 5470445,,,,,Lead,Available,
Importer,WW 0303,ANCLA VIENTO ECUADOR S A,Colombia,+57 318 5642728,https://www.anclayviento.com/,,,,Needs checking,Available,
Importer,WW 0303,MYM GLOBAL SAS,Colombia,+57 318 7956237,http://glotransmm.com/,comercial@glotransmm.com,cotizador@glotransmm.com,,Needs checking,Available,
Importer,WW 0303,TODO LLANTAS Y MAS S A S,Colombia,+57 320 4726085,,,,,Lead,Available,
Importer,WW 0303,MEDIREX S A S,Colombia,+57 320 8523687,https://medirexsas.com/,info@medirexsas.com,,,Needs checking,Available,
Importer,WW 0303,CIALZ Y PRODTORA MUSAGI S A S,Colombia,+57 3200603,,,,,Lead,Not Available,
Importer,WW 0303,EL TUCUNARE S R L,Colombia,+57 321 2088547,http://www.tucunarelodge.com/,,,,Needs checking,Available,
Importer,WW 0303,IMPORTADORA Y PROVEEDORA DE ALIMENTOS SEATOWERS SAS,Colombia,+57 321 2147729,,,,,Lead,Available,
Importer,WW 0303,CONSORCIO EXPORTADOR MOROCHO SAC COEXMO SAC,Colombia,+57 321 4722334,https://www.coexcorporation.com/,info@coexcorporation.com,,,Needs checking,Available,
Importer,WW 0303,ATUNES Y ENLATADOS DEL CARIBE S A,Colombia,+57 321 5064890,http://www.atunec.com.co/,info@atunec.com.co,,,Needs checking,Available,
Importer,WW 0303,ALIMENTOS Y SUMINISTROS SP S A S,Colombia,+57 321 5894360,,,,,Lead,Available,
Importer,WW 0303,ARRECIFE DEL PACIFICO LTDA,Colombia,+57 321 6424963,http://www.arrecifesdelpacifico.com/,,,,Needs checking,Available,
Importer,WW 0303,SALVAJE COLOMBIA SAS,Colombia,+57 321 7556108,https://bogota.salvaje.world/es,,,,Needs checking,Available,
Importer,WW 0303,MARCO POLO POLLO PESCADO Y PORCINO SAS,Colombia,+57 322 2630125,,,,,Lead,Available,
Importer,WW 0303,LA PESQUERA COLOMBIA S A S,Colombia,+57 322 7380691,http://www.lapesqueracolombia.com/,contactenos@lapesqueracolombia.com,,,Needs checking,Available,
Importer,WW 0303,BALL COLOMBIA LTDA,Colombia,+57 323 5639083,https://ballsb.com/es,info@ballsb.com,,,Needs checking,Not Available,
Importer,WW 0303,CENDISMAR S A S,Colombia,+57 324 3570898,,,,,Lead,Available,
Importer,WW 0303,COMERCIALIZADORA E IMPDORA JOHN PEZ S A S,Colombia,+57 3261542,,,,,Lead,Not Available,
Importer,WW 0303,R Y B DISTRIBUIDORA Y EXPORTACIONES SAS,Colombia,+57 3378244,,,,,Lead,Not Available,
Importer,WW 0303,PRODISMAR LTDA,Colombia,+57 350 6675815,http://prodismar.co/,,,,Needs checking,Available,
Importer,WW 0303,GRUPO BUENA DE COLOMBIA S A S,Colombia,+57 350 7735548,http://www.grupobuenavista.com.co/,,,,Needs checking,Available,
Importer,WW 0303,ALEJANDRA MANZANO BEJARANO,Colombia,+57 42394240,,,,,Lead,Not Available,
Importer,WW 0303,DIST EL AMAZONAS S A S,Colombia,+57 42850607,http://disamazonas.com.co/,,,,Needs checking,Not Available,
Importer,WW 0303,HRA UNIQUIMICA S A S,Colombia,+57 43095555,http://www.hrauniquimica.com/,,,,Needs checking,Not Available,
Importer,WW 0303,ARROW MEDICAL DE OCCIDENTE S A,Colombia,+57 43561111,,,,,Lead,Not Available,
Importer,WW 0303,LOGIMPEX CARGO SAS,Colombia,+57 44483626,http://www.logimpex.com.co/,info@logimpex.com.co,,,Needs checking,Not Available,
Importer,WW 0303,FRIGORIFICO CAVI SAS,Colombia,+57 45119977,http://www.frigocarnes.co/,,,,Needs checking,Not Available,
Importer,WW 0303,PEZ RIO CLARO SEA FOOD S A S,Colombia,+57 45743541,,,,,Lead,Not Available,
Importer,WW 0303,PREMEX S A S,Colombia,+57 4604 1500,http://www.premex.co/,,,,Needs checking,Not Available,
Importer,WW 0303,AJOVECO SAS,Colombia,+57 601 2189200,http://www.ajoveco.com.co/,,,,Needs checking,Not Available,
Importer,WW 0303,MAZDA DE COLOMBIA S A S,Colombia,+57 601 2357529,http://www.mazda.com.co/,servicioalcliente@mazda.co,,,Needs checking,Not Available,
Importer,WW 0303,SURMAR COLOMBIA S A S,Colombia,+57 601 2371130,,,,,Lead,Not Available,
Importer,WW 0303,DISPEZ RIO Y MAR SA,Colombia,+57 601 2442111,http://www.dispez.com/,servicioalcliente@dispez.com,,,Needs checking,Not Available,
Importer,WW 0303,COMPAÑIA COLOMBIANA DE QUIMICOS SAS,Colombia,+57 601 2771411,https://www.colquimicos.com/,,,,Needs checking,Not Available,
Importer,WW 0303,PESQUERA JARAMILLO LTDA,Colombia,+57 601 2916400,http://www.pesquerajaramillo.com/,info@pesquerajaramillo.com,,,Needs checking,Not Available,
Importer,WW 0303,SUIPHAR DE COLOMBIA S A,Colombia,+57 601 3164544,,,,,Lead,Not Available,
Importer,WW 0303,COMERCIALIZADORA DE PESCADOS Y MARISCOS ROCHA TOSSE SAS,Colombia,+57 601 3225290,https://www.comercializadoramarycampo.com/,ejemplo@correo.com,mail@correo.com,,Needs checking,Not Available,
Importer,WW 0303,CONGELADOS LA SUBIENDA S A S,Colombia,+57 601 3374174,https://lasubiendaoriginal.com/,,,,Needs checking,Not Available,
Importer,WW 0303,FRIGOPEZ S R L,Colombia,+57 601 3408508,,,,,Lead,Not Available,
Importer,WW 0303,BANCO BILBAO VIZCAYA ARGENTARIA COL S A,Colombia,+57 601 3438376,https://www.bbva.com.co/,,,,Needs checking,Not Available,
Importer,WW 0303,JOHNSON Y JOHNSON DE COLOMBIA S A,Colombia,+57 601 3441315,http://www.jnjcolombia.com.co/,,,,Needs checking,Not Available,
Importer,WW 0303,RIGARCHEM S A S,Colombia,+57 601 3592240,http://www.rigarchem.com/,contactorigarchem@gmail.com,contacto@rigarchem.com,,Needs checking,Not Available,
Importer,WW 0303,CONGRUPO SA,Colombia,+57 601 4106300,,,,,Lead,Not Available,
Importer,WW 0303,PESQUERA DEL PACIFICO C A,Colombia,+57 601 4156031,,,,,Lead,Not Available,
Importer,WW 0303,RESTREPO NINO EDGAR PAUL CIALZ E IMPORTADORA LOS JUANES R,Colombia,+57 601 4172525,,,,,Lead,Not Available,
Importer,WW 0303,PRACO DIDACOL SAS,Colombia,+57 601 4238300,,,,,Lead,Not Available,
Importer,WW 0303,PORSCHE COLOMBIA S A S,Colombia,+57 601 4325101,http://www.porsche-holding.com/en/company/locations/south-america/71-colombia,,,,Needs checking,Not Available,
Importer,WW 0303,DISTRIBUIDORA DE PESCADOS M M S A S,Colombia,+57 601 4782641,,,,,Lead,Not Available,
Importer,WW 0303,GABRICA S A S,Colombia,+57 601 5190040,https://www.gabrica.co/,servicioalcliente@gabrica.com.co,,,Needs checking,Not Available,
Importer,WW 0303,DEVITAL SAS,Colombia,+57 601 5339017,http://www.grupovitalltda.com/,contactenos@grupovitalltda.com,,,Needs checking,Not Available,
Importer,WW 0303,THYMS CO LTD,Colombia,+57 601 5404151,http://www.thyms.com.co,,,,Needs checking,Not Available,
Importer,WW 0303,COMERCIALIZADORA TAKESMAR S A S,Colombia,+57 601 5633530,,,,,Lead,Not Available,
Importer,WW 0303,FRONTENAC INTL DE COLOMBIA S A S,Colombia,+57 601 5805100,,,,,Lead,Not Available,
Importer,WW 0303,PFIZER SAS,Colombia,+57 601 6002300,http://www.pfizer.com.co/,,,,Needs checking,Not Available,
Importer,WW 0303,IMPORMOTILON SAS,Colombia,+57 601 6010213,http://www.importsoluciones.com/,,,,Needs checking,Not Available,
Importer,WW 0303,CARDUMEN INTERNACIONAL S A S,Colombia,+57 601 6149079,,,,,Lead,Not Available,
Importer,WW 0303,AUDIFARMA S A,Colombia,+57 601 6292813,https://www.audifarma.com.co/,,,,Needs checking,Not Available,
Importer,WW 0303,BEYSAL COLOMBIA S A S,Colombia,+57 601 6304310,http://beysal.com/,,,,Needs checking,Not Available,
Importer,WW 0303,BASF QUIMICA COL S A,Colombia,+57 601 6322260,http://www.basf.com/,,,,Needs checking,Not Available,
Importer,WW 0303,TECNOFARMA COLOMBIA SAS,Colombia,+57 601 6460505,http://www.adium.com.co/,,,,Needs checking,Not Available,
Importer,WW 0303,HASBRO COLOMBIA S A S,Colombia,+57 601 6467108,,,,,Lead,Not Available,
Importer,WW 0303,NOVARTIS DE COL S A,Colombia,+57 601 6544444,http://www.novartis.com/,,,,Needs checking,Not Available,
Importer,WW 0303,AGROPECUARIA INTERNACIONAL LTDA,Colombia,+57 601 6797409,,,,,Lead,Not Available,
Importer,WW 0303,RIVERPEZ INTL S A S,Colombia,+57 601 7401540,http://riverpez.com/,,,,Needs checking,Not Available,
Importer,WW 0303,SERVICIOS PORVENIR Y CIA S A,Colombia,+57 601 7434441,http://www.porvenir.com.co/,,,,Needs checking,Not Available,
Importer,WW 0303,SELDAT COLOMBIA S A S,Colombia,+57 601 7441734,,,,,Lead,Not Available,
Importer,WW 0303,IMCOLMEDICA SA,Colombia,+57 601 7454117,https://www.imcolmedica.com.co/,info@imcolmedica.com.co,,,Needs checking,Not Available,
Importer,WW 0303,DISTRIBUIDORA LA PIRAGUA SAS,Colombia,+57 601 7498735,http://piragua.com.co/,contacto@piragua.com.co,,,Needs checking,Not Available,
Importer,WW 0303,TECNICA ELECTRO MEDICA S A,Colombia,+57 601 7568787,https://www.tecnicaelectromedica.com/,,,,Needs checking,Not Available,
Importer,WW 0303,DRAEGER COLOMBIA S A,Colombia,+57 601 7945050,https://www.draeger.com/,,,,Needs checking,Not Available,
Importer,WW 0303,SETAS DORADAS SAS,Colombia,+57 601 8519402,http://setasdoradas.com/,,,,Needs checking,Not Available,
Importer,WW 0303,TROUTCO S A S,Colombia,+57 601 8562115,,,,,Lead,Not Available,
Importer,WW 0303,COMERCIALIZADORA ATLANTIC TRADING SAS,Colombia,+57 601 9262054,http://ciatlantic.com/,info@ciatlantic.com,,,Needs checking,Not Available,
Importer,WW 0303,LABORATORIO CIC S A,Colombia,+57 602 2360100,http://www.ciclaboratorios.com/,,,,Needs checking,Not Available,
Importer,WW 0303,CARGO PACIFIC FREIGHT FORWARDER S A S,Colombia,+57 602 2864030,http://cargopacificff.com/,,,,Needs checking,Not Available,
Importer,WW 0303,COMERCIALIZADORA PEZCAR MJV SAS,Colombia,+57 602 2867416,http://www.comercializadorapezcar.com/,contacto@comercializadorapezcar.com,j@comercializadorapezcar.com,,Needs checking,Not Available,
